parent,daughter,loss,count,erythroxylum_plowmanianum,gentiana_pubigera,persicaria_orientalis,oxyspora_paniculata,caesalpinia_enneaphylla,erythroxylum_coca,stranvaesia_davidiana,blank,cocaine
618.52,145.1,473.42,2,1,,,,,1,,,
618.52,147.12,471.4,2,1,,,,,1,,,
618.52,149.13,469.39,2,1,,,,,1,,,
618.52,159.12,459.4,2,1,,,,,1,,,
618.52,161.13,457.39,2,1,,,,,1,,,
618.52,599.51,19.01,2,1,,,,,1,,,
618.52,617.52,1,2,1,,,,,1,,,
618.58,57.07,561.51,2,,,,1,1,,,,
618.58,67.06,551.52,2,,,,1,1,,,,
618.58,69.07,549.51,2,,,,1,1,,,,
618.58,81.07,537.51,2,,,,1,1,,,,
618.58,83.09,535.49,2,,,,1,1,,,,
618.58,93.07,525.51,2,,,,1,1,,,,
618.58,95.09,523.49,2,,,,1,1,,,,
618.58,97.1,521.48,2,,,,1,1,,,,
618.58,105.07,513.51,2,,,,1,1,,,,
618.58,109.1,509.48,2,,,,1,1,,,,
618.58,119.09,499.49,2,,,,1,1,,,,
618.58,121.1,497.48,2,,,,1,1,,,,
619.39,59.01,560.38,2,,,,,,,2,,
619.39,89.02,530.37,2,,,,,,,2,,
620.26,487.21,133.05,2,,,1,1,,,,,
620.26,506.23,114.03,2,,,1,1,,,,,
620.26,533.22,87.04,2,,,1,1,,,,,
620.26,534.23,86.03,2,,,1,1,,,,,
621.31,460.22,161.09,2,,,,,2,,,,
621.31,460.23,161.08,2,,2,,,,,,,
621.31,461.23,160.08,4,,2,,,2,,,,
621.31,533.25,88.06,2,,,,,2,,,,
621.31,533.26,88.05,2,,2,,,,,,,
621.31,561.29,60.02,4,,2,,,2,,,,
621.47,55.02,566.45,2,,,,2,,,,,
621.47,57.07,564.4,2,,,,2,,,,,
621.47,67.06,554.41,2,,,,2,,,,,
621.47,69.07,552.4,2,,,,2,,,,,
621.47,71.09,550.38,2,,,,2,,,,,
621.47,79.06,542.41,2,,,,2,,,,,
621.47,81.07,540.4,2,,,,2,,,,,
621.47,83.09,538.38,2,,,,2,,,,,
621.47,85.1,536.37,2,,,,2,,,,,
621.47,93.07,528.4,2,,,,2,,,,,
621.47,95.09,526.38,2,,,,2,,,,,
621.47,97.1,524.37,2,,,,2,,,,,
621.47,109.1,512.37,2,,,,2,,,,,
621.47,111.08,510.39,2,,,,2,,,,,
621.47,119.09,502.38,2,,,,2,,,,,
621.47,275.2,346.27,2,,,,2,,,,,
621.47,313.27,308.2,2,,,,2,,,,,
621.47,383.24,238.23,2,,,,2,,,,,
621.47,587.47,34,2,,,,2,,,,,
622.42,55.06,567.36,2,2,,,,,,,,
622.42,57.07,565.35,2,2,,,,,,,,
622.42,60.05,562.37,2,2,,,,,,,,
622.42,67.06,555.36,2,2,,,,,,,,
622.42,69.07,553.35,2,2,,,,,,,,
622.42,71.09,551.33,2,2,,,,,,,,
622.42,79.06,543.36,2,2,,,,,,,,
622.42,81.07,541.35,2,2,,,,,,,,
622.42,83.09,539.33,2,2,,,,,,,,
622.42,90.98,531.44,2,2,,,,,,,,
622.42,91.05,531.37,2,2,,,,,,,,
622.42,91.48,530.94,2,2,,,,,,,,
622.42,92.6,529.82,2,2,,,,,,,,
622.42,93.07,529.35,2,2,,,,,,,,
622.42,95.09,527.33,2,2,,,,,,,,
622.42,97.1,525.32,2,2,,,,,,,,
622.42,105.07,517.35,2,2,,,,,,,,
622.42,107.09,515.33,2,2,,,,,,,,
622.42,109.1,513.32,2,2,,,,,,,,
622.42,119.09,503.33,2,2,,,,,,,,
622.42,119.28,503.14,2,2,,,,,,,,
622.42,121.1,501.32,2,2,,,,,,,,
622.42,123.12,499.3,2,2,,,,,,,,
622.42,125.1,497.32,2,2,,,,,,,,
622.42,131.09,491.33,2,2,,,,,,,,
622.42,133.1,489.32,2,2,,,,,,,,
622.42,135.12,487.3,2,2,,,,,,,,
622.42,145.1,477.32,2,2,,,,,,,,
622.42,147.12,475.3,2,2,,,,,,,,
622.42,149.13,473.29,2,2,,,,,,,,
622.42,157.1,465.32,2,2,,,,,,,,
622.42,159.12,463.3,2,2,,,,,,,,
622.42,161.11,461.31,2,2,,,,,,,,
622.42,161.13,461.29,2,2,,,,,,,,
622.42,163.83,458.59,2,2,,,,,,,,
622.42,173.13,449.29,2,2,,,,,,,,
622.42,175.15,447.27,2,2,,,,,,,,
622.42,187.15,435.27,2,2,,,,,,,,
622.42,199.15,423.27,2,2,,,,,,,,
622.42,203.18,419.24,2,2,,,,,,,,
622.42,210.26,412.16,2,2,,,,,,,,
622.42,213.17,409.25,2,2,,,,,,,,
622.42,232.66,389.76,2,2,,,,,,,,
622.42,311.3,311.12,2,2,,,,,,,,
622.42,312.3,310.12,2,2,,,,,,,,
622.42,341.31,281.11,2,2,,,,,,,,
622.42,349.24,273.18,2,2,,,,,,,,
622.42,411.37,211.05,2,2,,,,,,,,
622.42,600.44,21.98,2,2,,,,,,,,
622.42,615.51,6.91,2,2,,,,,,,,
622.42,616.91,5.51,2,2,,,,,,,,
622.96,52.72,570.24,2,,,,,,,2,,
622.96,54.96,568,2,,,,,,,2,,
622.96,59.01,563.95,2,,,,,,,2,,
622.96,66.31,556.65,2,,,,,,,2,,
622.96,84.32,538.64,2,,,,,,,2,,
622.96,106.77,516.19,2,,,,,,,2,,
622.96,181.08,441.88,2,,,,,,,2,,
622.96,427.48,195.48,2,,,,,,,2,,
622.96,496.74,126.22,2,,,,,,,2,,
623.22,98.97,524.25,2,2,,,,,,,,
623.22,143,480.22,2,2,,,,,,,,
623.22,159,464.22,2,2,,,,,,,,
623.22,161.01,462.21,2,2,,,,,,,,
623.22,201.01,422.21,2,2,,,,,,,,
623.22,219.02,404.2,2,2,,,,,,,,
623.22,249.03,374.19,2,2,,,,,,,,
623.22,265.11,358.11,2,2,,,,,,,,
623.22,267.04,356.18,2,2,,,,,,,,
623.22,283.12,340.1,2,2,,,,,,,,
623.22,291.04,332.18,2,2,,,,,,,,
623.22,325.13,298.09,2,2,,,,,,,,
623.22,439.16,184.06,2,2,,,,,,,,
623.22,457.17,166.05,2,2,,,,,,,,
623.22,577.21,46.01,2,2,,,,,,,,
623.22,578.21,45.01,2,2,,,,,,,,
623.25,471.22,152.03,2,,,,,,2,,,
623.25,499.21,124.04,2,,,,,1,1,,,
623.25,517.22,106.03,2,,,,,,2,,,
623.25,529.22,94.03,2,,,,,1,1,,,
623.25,545.22,78.03,3,,,,,1,2,,,
623.25,546.22,77.03,2,,,,,,2,,,
623.25,563.23,60.02,2,,,,,,2,,,
623.25,573.21,50.04,2,,,,,,2,,,
623.25,605.24,18.01,3,,,,,1,2,,,
623.25,606.24,17.01,2,,,,,,2,,,
623.49,55.06,568.43,2,,1,,1,,,,,
623.49,57.07,566.42,2,,1,,1,,,,,
623.49,67.06,556.43,2,,1,,1,,,,,
623.49,69.07,554.42,2,,1,,1,,,,,
623.49,71.09,552.4,2,,1,,1,,,,,
623.49,81.03,542.46,2,,1,,1,,,,,
623.49,81.07,542.42,2,,1,,1,,,,,
623.49,83.09,540.4,2,,1,,1,,,,,
623.49,85.1,538.39,2,,1,,1,,,,,
623.49,89.06,534.43,2,,1,,1,,,,,
623.49,95.09,528.4,2,,1,,1,,,,,
623.49,97.1,526.39,2,,1,,1,,,,,
623.49,109.1,514.39,2,,1,,1,,,,,
623.49,119.09,504.4,2,,1,,1,,,,,
623.49,133.09,490.4,2,,1,,1,,,,,
623.49,139.11,484.38,2,,1,,1,,,,,
623.49,193.12,430.37,2,,1,,1,,,,,
623.49,229.14,394.35,2,,1,,1,,,,,
623.49,267.16,356.33,2,,1,,1,,,,,
623.49,313.27,310.22,2,,1,,1,,,,,
623.49,459.28,164.21,2,,1,,1,,,,,
623.49,467.37,156.12,2,,1,,1,,,,,
623.49,505.39,118.1,2,,1,,1,,,,,
624.25,471.22,153.03,2,,,,,,2,,,
624.25,517.22,107.03,2,,,,,,2,,,
624.25,545.22,79.03,2,,,,,,2,,,
624.25,546.22,78.03,2,,,,,,2,,,
624.25,563.23,61.02,2,,,,,,2,,,
624.25,573.21,51.04,2,,,,,,2,,,
624.25,605.24,19.01,2,,,,,,2,,,
624.25,606.24,18.01,2,,,,,,2,,,
624.25,623.25,1,2,,,,,,2,,,
624.43,185.13,439.3,2,,,,,1,1,,,
625.22,205.05,420.17,2,2,,,,,,,,
625.27,451.21,174.06,4,,1,1,1,1,,,,
625.27,465.23,160.04,4,,1,1,1,1,,,,
625.27,493.26,132.01,4,,1,1,1,1,,,,
625.27,503.24,122.03,2,,1,,1,,,,,
625.27,503.25,122.02,2,,,1,,1,,,,
625.27,519.24,106.03,2,2,,,,,,,,
625.27,521.26,104.01,3,,1,1,,1,,,,
625.27,523.23,102.04,3,,1,1,,1,,,,
625.27,533.22,92.05,2,1,,,,,1,,,
625.27,537.25,88.02,5,1,,1,1,1,1,,,
625.27,538.26,87.01,4,,1,1,1,1,,,,
625.27,547.24,78.03,2,1,,1,,,,,,
625.27,565.24,60.03,3,,1,1,1,,,,,
625.27,565.25,60.02,3,1,,,,1,1,,,
625.27,566.25,59.02,2,1,,,,,1,,,
625.27,593.24,32.03,2,1,,,,,1,,,
625.39,81.07,544.32,2,,,,2,,,,,
625.39,85.03,540.36,2,,,,2,,,,,
625.39,185.04,440.35,2,,,,2,,,,,
625.39,301.09,324.3,2,,,,2,,,,,
625.39,373.11,252.28,2,,,,2,,,,,
625.39,465.21,160.18,2,,,,2,,,,,
625.39,497.31,128.08,2,,,,2,,,,,
625.39,569.33,56.06,2,,,,2,,,,,
625.48,55.06,570.42,6,,2,1,3,,,,,
625.48,57.07,568.41,5,,2,,3,,,,,
625.48,69.07,556.41,4,,2,,2,,,,,
625.48,71.09,554.39,2,,1,,1,,,,,
625.48,81.07,544.41,6,,2,1,3,,,,,
625.48,83.09,542.39,3,,1,,2,,,,,
625.48,93.07,532.41,5,,2,1,2,,,,,
625.48,95.09,530.39,6,,2,1,3,,,,,
625.48,97.1,528.38,3,,1,,2,,,,,
625.48,107.09,518.39,6,,2,1,3,,,,,
625.48,109.1,516.38,3,,1,,2,,,,,
625.48,111.04,514.44,6,,2,1,3,,,,,
625.48,111.08,514.4,2,,,,2,,,,,
625.48,111.12,514.36,2,,1,,1,,,,,
625.48,121.1,504.38,3,,1,,2,,,,,
625.48,125.06,500.42,6,,2,1,3,,,,,
625.48,135.08,490.4,6,,2,1,3,,,,,
625.48,135.12,490.36,6,,2,1,3,,,,,
625.48,137.06,488.42,4,,1,,3,,,,,
625.48,137.13,488.35,5,,1,1,3,,,,,
625.48,145.1,480.38,6,,2,1,3,,,,,
625.48,149.13,476.35,2,,,,2,,,,,
625.48,153.13,472.35,2,,1,,1,,,,,
625.48,159.12,466.36,2,,1,,1,,,,,
625.48,163.11,462.37,6,,2,1,3,,,,,
625.48,177.13,448.35,3,,1,,2,,,,,
625.48,181.12,444.36,6,,2,1,3,,,,,
625.48,183.14,442.34,4,,1,,3,,,,,
625.48,203.11,422.37,2,,1,,1,,,,,
625.48,205.12,420.36,2,,1,,1,,,,,
625.48,231.1,394.38,6,,2,1,3,,,,,
625.48,273.18,352.3,3,,2,,1,,,,,
625.48,273.19,352.29,2,,,,2,,,,,
625.48,283.17,342.31,2,,1,,1,,,,,
625.48,301.18,324.3,6,,2,1,3,,,,,
625.48,319.19,306.29,5,,2,,3,,,,,
625.48,329.17,296.31,2,,1,,1,,,,,
625.48,347.19,278.29,2,,,,2,,,,,
625.48,425.34,200.14,2,,1,,1,,,,,
625.48,427.36,198.12,2,,1,,1,,,,,
625.48,589.46,36.02,2,,1,,1,,,,,
625.48,607.47,18.01,5,,2,,3,,,,,
626.27,519.24,107.03,2,2,,,,,,,,
626.27,625.27,1,2,2,,,,,,,,
627.21,497.18,130.03,2,1,,,,,1,,,
627.21,513.18,114.03,2,1,,,,,1,,,
627.21,514.18,113.03,2,1,,,,,1,,,
627.21,523.17,104.04,2,1,,,,,1,,,
627.21,525.18,102.03,2,1,,,,,1,,,
627.21,530.22,96.99,2,1,,,,,1,,,
627.21,551.19,76.02,2,1,,,,,1,,,
627.21,555.19,72.02,2,1,,,,,1,,,
627.21,556.19,71.02,2,1,,,,,1,,,
627.21,572.19,55.02,2,1,,,,,1,,,
627.21,583.22,43.99,2,1,,,,,1,,,
627.21,595.18,32.03,2,1,,,,,1,,,
627.21,599.22,27.99,2,1,,,,,1,,,
627.21,617.23,9.98,2,1,,,,,1,,,
627.24,175.04,452.2,2,2,,,,,,,,
627.24,205.05,422.19,2,2,,,,,,,,
627.46,55.06,572.4,10,,,2,7,,1,,,
627.46,57.03,570.43,3,,,1,1,,1,,,
627.46,57.07,570.39,2,,,1,1,,,,,
627.46,67.06,560.4,12,,,2,7,,3,,,
627.46,69.03,558.43,2,,,,,,2,,,
627.46,69.07,558.39,11,,,1,6,,4,,,
627.46,71.09,556.37,7,,,,7,,,,,
627.46,79.05,548.41,5,,,1,1,,3,,,
627.46,79.06,548.4,8,,,1,6,,1,,,
627.46,81.03,546.43,7,,,,6,,1,,,
627.46,81.07,546.39,13,,,2,7,,4,,,
627.46,83.05,544.41,11,,,1,6,,4,,,
627.46,83.09,544.37,10,,,1,6,,3,,,
627.46,85.03,542.43,2,,,,,,2,,,
627.46,85.07,542.39,3,,,,1,,2,,,
627.46,91.05,536.41,10,,,,6,,4,,,
627.46,91.06,536.4,3,,,2,1,,,,,
627.46,93.07,534.39,13,,,2,7,,4,,,
627.46,95.05,532.41,9,,,,6,,3,,,
627.46,95.09,532.37,12,,,2,7,,3,,,
627.46,97.07,530.39,4,,,1,,,3,,,
627.46,97.1,530.36,6,,,2,2,,2,,,
627.46,99.08,528.38,7,,,,7,,,,,
627.46,105.07,522.39,12,,,2,6,,4,,,
627.46,107.05,520.41,3,,,,2,,1,,,
627.46,107.08,520.38,2,,,,,,2,,,
627.46,107.09,520.37,12,,,2,7,,3,,,
627.46,109.06,518.4,2,,,,,,2,,,
627.46,109.07,518.39,2,,,,,,2,,,
627.46,109.1,518.36,13,,,2,7,,4,,,
627.46,111.08,516.38,5,,,,2,,3,,,
627.46,117.07,510.39,7,,,1,2,,4,,,
627.46,119.08,508.38,2,,,1,,,1,,,
627.46,119.09,508.37,10,,,1,6,,3,,,
627.46,121.1,506.36,13,,,2,7,,4,,,
627.46,123.12,504.34,6,,,,2,,4,,,
627.46,125.1,502.36,2,,,,2,,,,,
627.46,129.07,498.39,3,,,,1,,2,,,
627.46,131.09,496.37,11,,,2,6,,3,,,
627.46,133.1,494.36,12,,,2,6,,4,,,
627.46,135.08,492.38,4,,,,2,,2,,,
627.46,135.12,492.34,13,,,2,7,,4,,,
627.46,137.1,490.36,6,,,1,3,,2,,,
627.46,143.09,484.37,5,,,1,2,,2,,,
627.46,145.1,482.36,10,,,2,4,,4,,,
627.46,147.12,480.34,12,,,2,6,,4,,,
627.46,149.1,478.36,4,,,,1,,3,,,
627.46,149.13,478.33,12,,,1,7,,4,,,
627.46,151.11,476.35,5,,,,5,,,,,
627.46,157.1,470.36,5,,,1,1,,3,,,
627.46,159.12,468.34,10,,,2,4,,4,,,
627.46,161.13,466.33,10,,,1,6,,3,,,
627.46,163.11,464.35,3,,,,3,,,,,
627.46,163.15,464.31,4,,,,3,,1,,,
627.46,169.1,458.36,2,,,1,,,1,,,
627.46,171.12,456.34,4,,,1,1,,2,,,
627.46,173.13,454.33,7,,,2,1,,4,,,
627.46,175.15,452.31,4,,,1,1,,2,,,
627.46,177.13,450.33,2,,,,1,,1,,,
627.46,179.14,448.32,7,,,,7,,,,,
627.46,183.12,444.34,2,,,1,,,1,,,
627.46,185.13,442.33,6,,,1,2,,3,,,
627.46,187.15,440.31,3,,,,1,,2,,,
627.46,195.14,432.32,2,,,,,,2,,,
627.46,199.15,428.31,2,,,1,,,1,,,
627.46,219.18,408.28,2,,,,,,2,,,
627.46,229.14,398.32,6,,,2,2,,2,,,
627.46,241.2,386.26,4,,,,3,,1,,,
627.46,243.21,384.25,2,,,,2,,,,,
627.46,257.19,370.27,2,,,,,,2,,,
627.46,259.21,368.25,9,,,2,6,,1,,,
627.46,261.22,366.24,7,,,1,2,,4,,,
627.46,269.17,358.29,3,,,2,,,1,,,
627.46,269.18,358.28,4,,,,2,,2,,,
627.46,275.2,352.26,5,,,,1,,4,,,
627.46,277.22,350.24,9,,,2,7,,,,,
627.46,293.21,334.25,2,,,,2,,,,,
627.46,309.21,318.25,2,,,,,,2,,,
627.46,333.24,294.22,2,,,2,,,,,,
627.46,335.26,292.2,10,,,2,5,,3,,,
627.46,349.24,278.22,3,,,,1,,2,,,
627.46,351.25,276.21,7,,,,7,,,,,
627.46,367.25,260.21,2,,,,,,2,,,
627.46,489.36,138.1,3,,,1,,,2,,,
627.46,505.35,122.11,6,,,,6,,,,,
627.46,515.37,112.09,3,,,,,,3,,,
627.46,529.38,98.08,2,,,1,,,1,,,
627.46,529.39,98.07,3,,,,,,3,,,
627.46,530.39,97.07,3,,,,,,3,,,
627.46,545.38,82.08,5,,,,5,,,,,
627.46,569.41,58.05,2,,,,,,2,,,
627.46,569.42,58.04,2,,,,,,2,,,
627.46,609.45,18.01,3,,,,1,,2,,,
627.46,609.46,18,2,,,,,,2,,,
627.46,611.46,16,2,,,1,1,,,,,
627.46,611.47,15.99,7,,,1,5,,1,,,
628.21,497.18,131.03,2,1,,,,,1,,,
628.21,513.18,115.03,2,1,,,,,1,,,
628.21,514.18,114.03,2,1,,,,,1,,,
628.21,523.17,105.04,2,1,,,,,1,,,
628.21,525.18,103.03,2,1,,,,,1,,,
628.21,530.22,97.99,2,1,,,,,1,,,
628.21,551.19,77.02,2,1,,,,,1,,,
628.21,555.19,73.02,2,1,,,,,1,,,
628.21,556.19,72.02,2,1,,,,,1,,,
628.21,572.19,56.02,2,1,,,,,1,,,
628.21,583.22,44.99,2,1,,,,,1,,,
628.21,595.18,33.03,2,1,,,,,1,,,
628.21,599.22,28.99,2,1,,,,,1,,,
628.21,617.23,10.98,2,1,,,,,1,,,
628.21,627.21,1,2,1,,,,,1,,,
628.24,175.04,453.2,2,2,,,,,,,,
628.24,205.05,423.19,2,2,,,,,,,,
628.24,627.24,1,2,2,,,,,,,,
628.5,87.04,541.46,3,1,,1,,,,,1,
628.5,89.06,539.44,5,1,,1,1,1,,,1,
628.5,133.09,495.41,5,1,,1,1,1,,,1,
628.5,177.11,451.39,5,1,,1,1,1,,,1,
628.5,415.25,213.25,4,,,1,1,1,,,1,
629.23,496.18,133.05,3,1,,,,,2,,,
629.23,497.18,132.05,4,2,,,,,2,,,
629.23,498.19,131.04,3,1,,,,,2,,,
629.23,524.17,105.06,3,2,,,,,1,,,
629.23,556.2,73.03,4,2,,,,,2,,,
629.23,557.2,72.03,4,2,,,,,2,,,
629.23,569.21,60.02,3,1,,,,,2,,,
629.23,575.19,54.04,2,1,,,,,1,,,
629.23,597.2,32.03,3,2,,,,,1,,,
629.23,607.22,22.01,2,1,,,,,1,,,
629.24,73.05,556.19,2,2,,,,,,,,
629.24,91.06,538.18,2,2,,,,,,,,
629.24,95.09,534.15,2,2,,,,,,,,
629.24,167.06,462.18,2,2,,,,,,,,
629.24,225.04,404.2,2,2,,,,,,,,
629.24,239.1,390.14,2,2,,,,,,,,
629.24,299.06,330.18,2,2,,,,,,,,
629.24,355.07,274.17,2,2,,,,,,,,
629.24,359.03,270.21,2,2,,,,,,,,
629.24,429.09,200.15,2,2,,,,,,,,
629.24,467.18,162.06,3,,,,,,3,,,
629.24,467.19,162.05,3,2,,,,,1,,,
629.24,524.22,105.02,2,1,,,,,1,,,
629.24,525.23,104.01,4,3,,,,,1,,,
629.24,553.22,76.02,4,3,,,,,1,,,
629.24,554.23,75.01,4,3,,,,,1,,,
629.24,579.23,50.01,2,2,,,,,,,,
629.28,67.06,562.22,2,,,,2,,,,,
629.28,69.07,560.21,2,,,,2,,,,,
629.28,71.09,558.19,2,,,,2,,,,,
629.28,79.05,550.23,2,,,,2,,,,,
629.28,81.07,548.21,2,,,,2,,,,,
629.28,83.09,546.19,2,,,,2,,,,,
629.28,89.06,540.22,2,,,,2,,,,,
629.28,91.05,538.23,2,,,,2,,,,,
629.28,93.07,536.21,2,,,,2,,,,,
629.28,95.09,534.19,2,,,,2,,,,,
629.28,99.08,530.2,2,,,,2,,,,,
629.28,105.07,524.21,2,,,,2,,,,,
629.28,107.09,522.19,2,,,,2,,,,,
629.28,109.1,520.18,2,,,,2,,,,,
629.28,119.09,510.19,2,,,,2,,,,,
629.28,121.1,508.18,2,,,,2,,,,,
629.28,131.09,498.19,2,,,,2,,,,,
629.28,133.09,496.19,2,,,,2,,,,,
629.28,133.1,496.18,2,,,,2,,,,,
629.28,135.12,494.16,2,,,,2,,,,,
629.28,145.1,484.18,2,,,,2,,,,,
629.28,149.13,480.15,2,,,,2,,,,,
629.28,151.11,478.17,2,,,,2,,,,,
629.28,179.14,450.14,2,,,,2,,,,,
629.28,243.21,386.07,2,,,,2,,,,,
629.28,261.22,368.06,2,,,,2,,,,,
629.28,277.22,352.06,2,,,,2,,,,,
629.28,317.21,312.07,2,,,,2,,,,,
629.28,335.22,294.06,2,,,,2,,,,,
629.28,335.26,294.02,2,,,,2,,,,,
629.28,351.26,278.02,2,,,,2,,,,,
629.28,416.26,213.02,2,,,,2,,,,,
629.28,501.32,127.96,2,,,,2,,,,,
629.28,541.35,87.93,2,,,,2,,,,,
629.28,611.47,17.81,2,,,,2,,,,,
629.35,133.03,496.32,2,,,,,,,2,,
629.35,134.04,495.31,2,,,,,,,2,,
629.35,148.05,481.3,2,,,,,,,2,,
629.35,161.02,468.33,2,,,,,,,2,,
629.43,67.06,562.37,2,,,,2,,,,,
629.43,69.07,560.36,2,,,,2,,,,,
629.43,71.09,558.34,2,,,,2,,,,,
629.43,79.05,550.38,2,,,,2,,,,,
629.43,81.07,548.36,2,,,,2,,,,,
629.43,83.09,546.34,2,,,,2,,,,,
629.43,89.06,540.37,2,,,,2,,,,,
629.43,91.05,538.38,2,,,,2,,,,,
629.43,93.07,536.36,2,,,,2,,,,,
629.43,95.09,534.34,2,,,,2,,,,,
629.43,99.08,530.35,2,,,,2,,,,,
629.43,105.07,524.36,2,,,,2,,,,,
629.43,107.09,522.34,2,,,,2,,,,,
629.43,109.1,520.33,2,,,,2,,,,,
629.43,119.09,510.34,2,,,,2,,,,,
629.43,121.1,508.33,2,,,,2,,,,,
629.43,131.09,498.34,2,,,,2,,,,,
629.43,133.09,496.34,2,,,,2,,,,,
629.43,133.1,496.33,2,,,,2,,,,,
629.43,135.12,494.31,2,,,,2,,,,,
629.43,145.1,484.33,2,,,,2,,,,,
629.43,149.13,480.3,2,,,,2,,,,,
629.43,151.11,478.32,2,,,,2,,,,,
629.43,179.14,450.29,2,,,,2,,,,,
629.43,243.21,386.22,2,,,,2,,,,,
629.43,261.22,368.21,2,,,,2,,,,,
629.43,277.22,352.21,2,,,,2,,,,,
629.43,317.21,312.22,2,,,,2,,,,,
629.43,335.22,294.21,2,,,,2,,,,,
629.43,335.26,294.17,2,,,,2,,,,,
629.43,351.26,278.17,2,,,,2,,,,,
629.43,416.26,213.17,2,,,,2,,,,,
629.43,501.32,128.11,2,,,,2,,,,,
629.43,541.35,88.08,2,,,,2,,,,,
629.43,611.47,17.96,2,,,,2,,,,,
629.48,55.06,574.42,7,,,,7,,,,,
629.48,57.03,572.45,2,,,,2,,,,,
629.48,57.07,572.41,4,,,,4,,,,,
629.48,67.06,562.42,9,,,,9,,,,,
629.48,69.07,560.41,9,,,,9,,,,,
629.48,71.09,558.39,8,,,,8,,,,,
629.48,79.05,550.43,3,,,,3,,,,,
629.48,79.06,550.42,7,,,,7,,,,,
629.48,81.03,548.45,3,,,,3,,,,,
629.48,81.07,548.41,11,1,,,10,,,,,
629.48,83.05,546.43,5,,,,5,,,,,
629.48,83.09,546.39,7,,,,7,,,,,
629.48,85.07,544.41,2,,,,2,,,,,
629.48,91.05,538.43,7,,,,7,,,,,
629.48,93.07,536.41,10,,,,10,,,,,
629.48,95.05,534.43,5,,,,5,,,,,
629.48,95.09,534.39,11,1,,,10,,,,,
629.48,97.07,532.41,3,,,,3,,,,,
629.48,97.1,532.38,4,,,,4,,,,,
629.48,99.08,530.4,8,,,,8,,,,,
629.48,105.07,524.41,8,,,,8,,,,,
629.48,107.09,522.39,10,,,,10,,,,,
629.48,109.1,520.38,8,,,,8,,,,,
629.48,117.07,512.41,3,,,,3,,,,,
629.48,119.09,510.39,8,,,,8,,,,,
629.48,121.1,508.38,9,,,,9,,,,,
629.48,123.12,506.36,4,,,,4,,,,,
629.48,125.1,504.38,2,,,,2,,,,,
629.48,129.07,500.41,2,,,,2,,,,,
629.48,131.09,498.39,7,,,,7,,,,,
629.48,133.1,496.38,8,,,,8,,,,,
629.48,135.12,494.36,9,,,,9,,,,,
629.48,143.09,486.39,2,,,,2,,,,,
629.48,145.1,484.38,5,,,,5,,,,,
629.48,147.12,482.36,8,,,,8,,,,,
629.48,149.13,480.35,7,,,,7,,,,,
629.48,151.11,478.37,7,,,,7,,,,,
629.48,159.12,470.36,5,,,,5,,,,,
629.48,161.13,468.35,8,,,,8,,,,,
629.48,163.15,466.33,6,,,,6,,,,,
629.48,171.12,458.36,2,,,,2,,,,,
629.48,173.12,456.36,3,,,,3,,,,,
629.48,173.13,456.35,3,,,,3,,,,,
629.48,175.15,454.33,3,,,,3,,,,,
629.48,179.14,450.34,5,,,,5,,,,,
629.48,183.14,446.34,2,,,,2,,,,,
629.48,187.15,442.33,2,,,,2,,,,,
629.48,229.14,400.34,4,,,,4,,,,,
629.48,241.2,388.28,3,,,,3,,,,,
629.48,243.21,386.27,6,,,,6,,,,,
629.48,259.21,370.27,4,,,,4,,,,,
629.48,261.22,368.26,8,,,,8,,,,,
629.48,269.17,360.31,3,,,,3,,,,,
629.48,277.22,352.26,9,,,,9,,,,,
629.48,335.26,294.22,9,,,,9,,,,,
629.48,337.27,292.21,2,,,,2,,,,,
629.48,351.25,278.23,8,,,,8,,,,,
629.48,353.27,276.21,2,,,,2,,,,,
629.48,382.63,246.85,2,,,,2,,,,,
629.48,382.64,246.84,2,,,,2,,,,,
629.48,489.36,140.12,4,,,,4,,,,,
629.48,505.35,124.13,4,,,,4,,,,,
629.48,507.37,122.11,2,,,,2,,,,,
629.48,529.39,100.09,5,,,,5,,,,,
629.48,545.38,84.1,2,,,,2,,,,,
629.48,547.4,82.08,4,,,,4,,,,,
629.48,611.46,18.02,2,,,,2,,,,,
629.48,611.47,18.01,5,,,,5,,,,,
629.48,613.48,16,5,,,,5,,,,,
629.48,627.46,2.02,2,,,,2,,,,,
630.23,496.18,134.05,3,1,,,,,2,,,
630.23,497.18,133.05,4,2,,,,,2,,,
630.23,498.19,132.04,3,1,,,,,2,,,
630.23,524.17,106.06,3,2,,,,,1,,,
630.23,556.2,74.03,4,2,,,,,2,,,
630.23,557.2,73.03,4,2,,,,,2,,,
630.23,569.21,61.02,3,1,,,,,2,,,
630.23,575.19,55.04,2,1,,,,,1,,,
630.23,597.2,33.03,3,2,,,,,1,,,
630.23,607.22,23.01,2,1,,,,,1,,,
630.23,629.23,1,4,2,,,,,2,,,
630.48,629.48,1,2,1,,,1,,,,,
631.25,537.23,94.02,4,,,,,,4,,,
631.25,538.23,93.02,2,,,,,,2,,,
631.25,539.24,92.01,2,,,,,,2,,,
631.25,540.25,91,2,,,,,,2,,,
631.25,555.22,76.03,2,,,,,,2,,,
631.25,581.22,50.03,5,,,,,,5,,,
631.25,582.22,49.03,2,,,,,,2,,,
631.25,587.27,43.98,3,,,,,,3,,,
631.25,613.24,18.01,2,,,,,,2,,,
631.49,55.06,576.43,3,,,,3,,,,,
631.49,57.03,574.46,2,,,,2,,,,,
