parent,daughter,loss,count,erythroxylum_plowmanianum,gentiana_pubigera,persicaria_orientalis,oxyspora_paniculata,caesalpinia_enneaphylla,erythroxylum_coca,stranvaesia_davidiana,blank,cocaine
291.04,283.12,7.92,2,2,,,,,,,,
291.08,71.05,220.03,4,4,,,,,,,,
291.08,85.03,206.05,5,5,,,,,,,,
291.08,123.04,168.04,8,7,,,,,1,,,
291.08,127.04,164.04,3,3,,,,,,,,
291.08,129.05,162.03,3,3,,,,,,,,
291.08,135.04,156.04,3,3,,,,,,,,
291.08,137.02,154.06,2,2,,,,,,,,
291.08,139.04,152.04,8,7,,,,,1,,,
291.08,147.04,144.04,5,4,,,,,1,,,
291.08,151.04,140.04,3,3,,,,,,,,
291.08,161.06,130.02,2,1,,,,,1,,,
291.08,163.04,128.04,4,4,,,,,,,,
291.08,165.05,126.03,5,4,,,,,1,,,
291.08,167.03,124.05,2,2,,,,,,,,
291.08,181.05,110.03,2,2,,,,,,,,
291.08,187.04,104.04,2,2,,,,,,,,
291.08,191.03,100.05,3,3,,,,,,,,
291.08,205.05,86.03,2,2,,,,,,,,
291.08,207.06,84.02,2,1,,,,,1,,,
291.08,229.05,62.03,3,3,,,,,,,,
291.08,231.06,60.02,2,2,,,,,,,,
291.08,233.04,58.04,3,3,,,,,,,,
291.08,243.06,48.02,3,3,,,,,,,,
291.08,245.04,46.04,2,2,,,,,,,,
291.08,247.06,44.02,3,3,,,,,,,,
291.08,249.07,42.01,2,2,,,,,,,,
291.08,257.04,34.04,3,3,,,,,,,,
291.08,259.06,32.02,3,3,,,,,,,,
291.08,267.08,24,2,2,,,,,,,,
291.08,271.06,20.02,3,3,,,,,,,,
291.08,273.07,18.01,3,3,,,,,,,,
291.08,275.05,16.03,3,3,,,,,,,,
291.08,283.06,8.02,3,3,,,,,,,,
291.08,287.05,4.03,3,3,,,,,,,,
291.08,289.07,2.01,3,3,,,,,,,,
291.11,57.07,234.04,2,1,,,,,1,,,
291.11,235.05,56.06,2,1,,,,,1,,,
291.12,57.07,234.05,3,3,,,,,,,,
291.12,137.06,154.06,2,2,,,,,,,,
291.12,207.1,84.02,2,2,,,,,,,,
291.12,235.05,56.07,3,3,,,,,,,,
291.16,55.06,236.1,2,,1,,,1,,,,
291.16,67.06,224.1,3,,1,,1,1,,,,
291.16,69.03,222.13,2,,1,,,1,,,,
291.16,69.07,222.09,3,,1,,1,1,,,,
291.16,71.05,220.11,2,,1,,,1,,,,
291.16,79.06,212.1,2,,1,,,1,,,,
291.16,81.03,210.13,2,,1,,,1,,,,
291.16,81.07,210.09,3,,1,,1,1,,,,
291.16,83.09,208.07,3,,1,,1,1,,,,
291.16,91.05,200.11,2,,1,,,1,,,,
291.16,93.07,198.09,3,,1,,1,1,,,,
291.16,95.05,196.11,2,,1,,,1,,,,
291.16,95.09,196.07,3,,1,,1,1,,,,
291.16,105.07,186.09,2,,1,,,1,,,,
291.16,107.05,184.11,2,,1,,,1,,,,
291.16,107.09,184.07,3,,1,,1,1,,,,
291.16,109.07,182.09,2,,1,,,1,,,,
291.16,109.1,182.06,3,,1,,1,1,,,,
291.16,117.07,174.09,2,,1,,,1,,,,
291.16,119.09,172.07,3,,1,,1,1,,,,
291.16,121.1,170.06,3,,1,,1,1,,,,
291.16,123.08,168.08,2,,1,,,1,,,,
291.16,129.07,162.09,2,,1,,,1,,,,
291.16,131.09,160.07,2,,1,,,1,,,,
291.16,133.1,158.06,2,,1,,,1,,,,
291.16,135.08,156.08,2,,1,,,1,,,,
291.16,135.12,156.04,2,,,,1,1,,,,
291.16,143.09,148.07,2,,1,,,1,,,,
291.16,145.1,146.06,2,,1,,,1,,,,
291.16,147.08,144.08,2,,1,,,1,,,,
291.16,147.12,144.04,2,,1,,,1,,,,
291.16,149.1,142.06,2,,1,,,1,,,,
291.16,157.1,134.06,3,,1,,1,1,,,,
291.16,159.12,132.04,2,,1,,,1,,,,
291.16,161.1,130.06,2,,1,,,1,,,,
291.16,163.11,128.05,2,,1,,,1,,,,
291.16,171.12,120.04,3,,1,,1,1,,,,
291.16,175.11,116.05,2,,1,,,1,,,,
291.16,245.19,45.97,2,,1,,,1,,,,
291.16,255.17,35.99,2,,1,,,1,,,,
291.16,273.18,17.98,2,,1,,,1,,,,
291.19,55.02,236.17,3,1,2,,,,,,,
291.19,55.05,236.14,4,3,,,,,1,,,
291.19,55.06,236.13,6,,5,,1,,,,,
291.19,57.03,234.16,10,3,5,,,,2,,,
291.19,67.05,224.14,6,3,1,,,,2,,,
291.19,67.06,224.13,5,,4,,1,,,,,
291.19,69.03,222.16,4,,4,,,,,,,
291.19,69.07,222.12,10,3,5,,1,,1,,,
291.19,71.05,220.14,5,,4,,,,1,,,
291.19,79.05,212.14,11,3,4,,1,,3,,,
291.19,81.03,210.16,4,,4,,,,,,,
291.19,81.07,210.12,12,3,5,,1,,3,,,
291.19,83.05,208.14,6,1,5,,,,,,,
291.19,83.09,208.1,10,2,5,,1,,2,,,
291.19,85.06,206.13,4,3,,,,,1,,,
291.19,85.07,206.12,2,,2,,,,,,,
291.19,91.05,200.14,11,3,5,,1,,2,,,
291.19,93.07,198.12,15,4,5,,1,1,4,,,
291.19,95.05,196.14,12,3,5,,,1,3,,,
291.19,95.08,196.11,8,4,,,,,4,,,
291.19,95.09,196.1,7,,5,,1,1,,,,
291.19,97.07,194.12,3,,3,,,,,,,
291.19,97.1,194.09,7,2,4,,,,1,,,
291.19,105.07,186.12,14,4,5,,1,1,3,,,
291.19,107.05,184.14,12,4,5,,,,3,,,
291.19,107.08,184.11,8,4,,,,,4,,,
291.19,107.09,184.1,7,,5,,1,1,,,,
291.19,109.06,182.13,10,4,2,,,,4,,,
291.19,109.07,182.12,3,,3,,,,,,,
291.19,109.1,182.09,9,1,5,,1,1,1,,,
291.19,111.04,180.15,2,1,1,,,,,,,
291.19,111.08,180.11,6,3,1,,,,2,,,
291.19,113.06,178.13,2,1,,,,,1,,,
291.19,117.07,174.12,9,3,5,,,,1,,,
291.19,119.08,172.11,8,4,,,,,4,,,
291.19,119.09,172.1,7,,5,,1,1,,,,
291.19,121.06,170.13,8,2,5,,,,1,,,
291.19,121.1,170.09,14,4,5,,1,1,3,,,
291.19,122.07,169.12,2,,2,,,,,,,
291.19,123.08,168.11,11,3,5,,,,3,,,
291.19,125.09,166.1,2,1,,,,,1,,,
291.19,125.1,166.09,5,1,4,,,,,,,
291.19,129.07,162.12,4,1,3,,,,,,,
291.19,131.08,160.11,9,4,1,,,,4,,,
291.19,131.09,160.1,5,,4,,,1,,,,
291.19,133.06,158.13,2,,2,,,,,,,
291.19,133.1,158.09,13,3,5,,1,1,3,,,
291.19,135.08,156.11,14,4,5,,,1,4,,,
291.19,135.12,156.07,5,1,3,,1,,,,,
291.19,137.1,154.09,5,,5,,,,,,,
291.19,143.08,148.11,3,3,,,,,,,,
291.19,143.09,148.1,4,,3,,,1,,,,
291.19,145.05,146.14,2,1,,,,,1,,,
291.19,145.1,146.09,13,4,5,,,1,3,,,
291.19,147.08,144.11,8,3,4,,,,1,,,
291.19,147.12,144.07,8,1,4,,1,1,1,,,
291.19,149.09,142.1,3,1,,,,,2,,,
291.19,149.1,142.09,8,3,4,,,,1,,,
291.19,149.13,142.06,2,,1,,1,,,,,
291.19,151.07,140.12,3,1,,,,,2,,,
291.19,157.1,134.09,10,3,3,,,1,3,,,
291.19,159.12,132.07,10,3,3,,1,1,2,,,
291.19,161.09,130.1,5,3,,,,,2,,,
291.19,161.1,130.09,4,1,3,,,,,,,
291.19,161.13,130.06,2,,,,1,1,,,,
291.19,163.11,128.08,4,2,1,,,,1,,,
291.19,171.12,120.07,4,1,2,,,1,,,,
291.19,173.12,118.07,3,,3,,,,,,,
291.19,173.13,118.06,7,2,2,,,1,2,,,
291.19,175.11,116.08,6,1,2,,,1,2,,,
291.19,185.13,106.06,2,,1,,,1,,,,
291.19,189.11,102.08,6,1,4,,,,1,,,
291.19,189.13,102.06,3,1,,,,,2,,,
291.19,191.14,100.05,3,1,,,,,2,,,
291.19,197.12,94.07,3,1,,,,,2,,,
291.19,207.14,84.05,3,1,,,,,2,,,
291.19,215.14,76.05,5,1,1,,,1,2,,,
291.19,217.16,74.03,5,3,,,,,2,,,
291.19,219.14,72.05,2,1,,,,,1,,,
291.19,223.13,68.06,2,,2,,,,,,,
291.19,227.13,64.06,2,1,,,,,1,,,
291.19,233.15,58.04,7,1,4,,,,2,,,
291.19,235.17,56.02,2,1,1,,,,,,,
291.19,245.19,46,2,,1,,1,,,,,
291.19,249.15,42.04,3,2,,,,,1,,,
291.19,251.16,40.03,2,,2,,,,,,,
291.19,255.17,36.02,3,1,1,,,1,,,,
291.19,258.93,32.26,3,1,,,,,2,,,
291.19,263.2,27.99,2,,2,,,,,,,
291.19,268.92,22.27,4,2,,,,,2,,,
291.19,273.18,18.01,15,4,5,,1,1,4,,,
291.19,286.93,4.26,4,2,,,,,2,,,
291.2,55.02,236.18,7,,4,,1,2,,,,
291.2,55.06,236.14,16,,11,1,1,2,1,,,
291.2,57.03,234.17,13,1,9,1,,2,,,,
291.2,57.07,234.13,7,1,4,,1,,1,,,
291.2,67.05,224.15,4,2,1,,1,,,,,
291.2,67.06,224.14,21,2,11,1,2,3,2,,,
291.2,69.03,222.17,6,1,3,,,1,,1,,
291.2,69.07,222.13,20,2,11,1,1,3,2,,,
291.2,71.05,220.15,6,,1,,,2,,3,,
291.2,71.09,220.11,5,2,,,2,,1,,,
291.2,79.05,212.15,11,2,8,,,,1,,,
291.2,79.06,212.14,9,,4,1,1,3,,,,
291.2,81.03,210.17,7,,5,,1,1,,,,
291.2,81.07,210.13,23,3,12,1,2,3,2,,,
291.2,83.05,208.15,11,,8,,1,1,1,,,
291.2,83.09,208.11,19,2,11,1,2,1,2,,,
291.2,85.07,206.13,8,1,4,1,,1,1,,,
291.2,85.1,206.1,4,2,,,1,,1,,,
291.2,91.05,200.15,17,2,11,,1,2,1,,,
291.2,91.06,200.14,3,,1,1,,1,,,,
291.2,93.07,198.13,22,3,12,1,1,3,2,,,
291.2,95.05,196.15,15,1,8,1,1,3,1,,,
291.2,95.09,196.11,22,2,12,1,2,3,2,,,
291.2,96.96,194.24,3,,,,,,,3,,
291.2,97.03,194.17,2,2,,,,,,,,
291.2,97.06,194.14,3,,1,,,,,2,,
291.2,97.07,194.13,7,,5,,,1,1,,,
291.2,97.1,194.1,18,2,11,,1,2,2,,,
291.2,99.08,192.12,2,,,,2,,,,,
291.2,105.07,186.13,20,1,12,1,1,3,2,,,
291.2,107.05,184.15,12,,7,1,1,2,1,,,
291.2,107.09,184.11,21,2,11,1,1,3,2,1,,
291.2,109.03,182.17,2,,1,,1,,,,,
291.2,109.06,182.14,4,,3,,,,1,,,
291.2,109.07,182.13,14,1,8,1,,3,1,,,
291.2,109.1,182.1,17,2,9,,2,2,2,,,
291.2,111.04,180.16,3,,1,,,1,1,,,
291.2,111.08,180.12,7,,3,,2,,1,1,,
291.2,113.06,178.14,4,1,2,,,1,,,,
291.2,117.07,174.13,15,,10,1,,3,1,,,
291.2,119.09,172.11,21,2,12,1,1,3,2,,,
291.2,121.06,170.14,4,,2,,,2,,,,
291.2,121.07,170.13,6,,4,1,,1,,,,
291.2,121.1,170.1,19,,12,,1,2,2,2,,
291.2,122.07,169.13,2,,1,,,1,,,,
291.2,123.08,168.12,8,,5,,1,1,1,,,
291.2,123.12,168.08,2,,1,,,,1,,,
291.2,125.1,166.1,12,2,7,1,,2,,,,
291.2,129.07,162.13,8,,5,1,,1,1,,,
291.2,131.09,160.11,19,2,12,1,,3,1,,,
291.2,133.06,158.14,3,,1,,,2,,,,
291.2,133.1,158.1,18,,11,1,1,3,2,,,
291.2,135.08,156.12,17,1,10,1,1,3,1,,,
291.2,135.12,156.08,10,,6,,,2,2,,,
291.2,137.1,154.1,9,,6,,1,1,1,,,
291.2,143.09,148.11,13,,10,1,,1,1,,,
291.2,145.06,146.14,2,,1,,,1,,,,
291.2,145.1,146.1,17,,12,1,,3,1,,,
291.2,147.08,144.12,12,,9,1,,2,,,,
291.2,147.12,144.08,11,,7,,1,1,2,,,
291.2,149.1,142.1,13,,8,1,1,2,1,,,
291.2,149.13,142.07,3,,1,,,,2,,,
291.2,151.11,140.09,2,,,,1,,1,,,
291.2,157.1,134.1,12,,9,1,,1,1,,,
291.2,159.12,132.08,13,,9,1,,2,1,,,
291.2,161.1,130.1,13,,9,1,,2,1,,,
291.2,161.13,130.07,2,,1,,,,1,,,
291.2,163.11,128.09,7,,3,,1,2,1,,,
291.2,165.09,126.11,3,,1,,1,,1,,,
291.2,169.1,122.1,2,,1,,,,1,,,
291.2,171.12,120.08,11,,8,1,,1,1,,,
291.2,173.12,118.08,2,,2,,,,,,,
291.2,173.13,118.07,2,,1,,,,1,,,
291.2,175.11,116.09,4,,2,,1,1,,,,
291.2,177.13,114.07,2,,2,,,,,,,
291.2,179.11,112.09,2,,,,1,,1,,,
291.2,183.1,108.1,2,,,,,,,2,,
291.2,185.13,106.07,2,,1,,,,1,,,
291.2,187.15,104.05,3,,1,,,1,1,,,
291.2,189.11,102.09,6,,5,1,,,,,,
291.2,189.13,102.07,3,,2,,,1,,,,
291.2,193.12,98.08,2,,,,1,,1,,,
291.2,199.15,92.05,2,,,1,,,1,,,
291.2,205.16,86.04,2,,2,,,,,,,
291.2,217.16,74.04,8,1,5,1,,1,,,,
291.2,221.15,70.05,3,,1,,,,1,1,,
291.2,223.13,68.07,6,2,2,,,1,1,,,
291.2,227.18,64.02,2,,2,,,,,,,
291.2,233.15,58.05,3,,1,,,1,,1,,
291.2,237.16,54.04,2,,2,,,,,,,
291.2,245.19,46.01,6,,3,,2,1,,,,
291.2,251.16,40.04,2,,,,,1,,1,,
291.2,255.17,36.03,7,,5,1,,1,,,,
291.2,255.18,36.02,3,,3,,,,,,,
291.2,263.2,28,2,,,,1,,,1,,
291.2,273.18,18.02,15,,11,,2,2,,,,
291.2,273.19,18.01,6,3,1,1,,,,1,,
291.2,275.2,16,2,,1,,,,1,,,
291.2,290.19,1.01,2,,1,,,1,,,,
291.21,55.05,236.16,2,,,,,,2,,,
291.21,57.03,234.18,2,,,,,,2,,,
291.21,57.07,234.14,2,,,,,,2,,,
291.21,67.05,224.16,2,,,,,,2,,,
291.21,69.07,222.14,3,1,,,,,2,,,
291.21,71.05,220.16,2,,,,,,2,,,
291.21,79.05,212.16,3,1,,,,,2,,,
291.21,81.07,210.14,3,1,,,,,2,,,
291.21,90.98,200.23,2,1,,,,,1,,,
291.21,91.05,200.16,3,1,,,,,2,,,
291.21,93.07,198.14,3,1,,,,,2,,,
291.21,95.05,196.16,3,1,,,,,2,,,
291.21,95.08,196.13,2,,,,,,2,,,
291.21,97.06,194.15,2,,,,,,2,,,
291.21,98.98,192.23,2,,,,,,2,,,
291.21,105.07,186.14,3,1,,,,,2,,,
291.21,107.08,184.13,2,,,,,,2,,,
291.21,109.06,182.15,2,,,,,,2,,,
291.21,109.1,182.11,3,1,,,,,2,,,
291.21,117.07,174.14,2,,,,,,2,,,
291.21,119.08,172.13,2,,,,,,2,,,
291.21,121.06,170.15,2,,,,,,2,,,
291.21,121.1,170.11,3,1,,,,,2,,,
291.21,123.08,168.13,3,1,,,,,2,,,
291.21,123.12,168.09,3,1,,,,,2,,,
291.21,129.07,162.14,3,1,,,,,2,,,
291.21,131.08,160.13,2,,,,,,2,,,
291.21,133.06,158.15,2,,,,,,2,,,
291.21,133.1,158.11,3,1,,,,,2,,,
291.21,135.08,156.13,3,1,,,,,2,,,
291.21,135.12,156.09,3,1,,,,,2,,,
291.21,142.08,149.13,3,1,,,,,2,,,
291.21,143.08,148.13,2,,,,,,2,,,
291.21,144.09,147.12,2,,,,,,2,,,
291.21,145.1,146.11,3,1,,,,,2,,,
291.21,147.12,144.09,3,1,,,,,2,,,
291.21,149.09,142.12,2,,,,,,2,,,
291.21,155.08,136.13,2,,,,,,2,,,
291.21,156.09,135.12,3,1,,,,,2,,,
291.21,157.1,134.11,3,1,,,,,2,,,
291.21,158.11,133.1,3,1,,,,,2,,,
291.21,159.08,132.13,2,,,,,,2,,,
291.21,159.12,132.09,3,1,,,,,2,,,
291.21,161.13,130.08,3,1,,,,,2,,,
291.21,169.1,122.11,3,1,,,,,2,,,
291.21,171.12,120.09,2,1,,,,,1,,,
291.21,173.09,118.12,2,,,,,,2,,,
291.21,173.13,118.08,3,1,,,,,2,,,
291.21,175.15,116.06,3,1,,,,,2,,,
291.21,183.12,108.09,3,1,,,,,2,,,
291.21,185.13,106.08,3,1,,,,,2,,,
291.21,187.11,104.1,2,,,,,,2,,,
291.21,187.15,104.06,3,1,,,,,2,,,
291.21,197.13,94.08,3,1,,,,,2,,,
291.21,199.15,92.06,2,,,,,,2,,,
291.21,201.16,90.05,2,,,,,,2,,,
291.21,209.13,82.08,3,1,,,,,2,,,
291.21,211.15,80.06,3,1,,,,,2,,,
291.21,215.14,76.07,2,,,,,,2,,,
291.21,217.16,74.05,2,,,,,,2,,,
291.21,221.13,70.08,2,,,,,,2,,,
291.21,223.15,68.06,3,1,,,,,2,,,
291.21,225.16,66.05,2,,,,,,2,,,
291.21,235.15,56.06,2,,,,,,2,,,
291.21,263.9,27.31,2,,,,,,2,,,
291.23,57.07,234.16,22,,4,4,4,3,7,,,
291.23,69.07,222.16,2,,1,,,,1,,,
291.23,71.09,220.14,25,,4,4,4,3,10,,,
291.23,73.03,218.2,3,,,,,,3,,,
291.23,80.05,211.18,2,,,,,,2,,,
291.23,83.09,208.14,2,,1,,,,1,,,
291.23,85.1,206.13,25,,4,4,4,3,10,,,
291.23,87.04,204.19,18,,3,3,1,1,10,,,
291.23,89.06,202.17,28,,4,4,4,5,11,,,
291.23,91.05,200.18,7,,1,,,,6,,,
291.23,93.07,198.16,17,,3,2,2,3,7,,,
291.23,95.05,196.18,2,,1,,,,1,,,
291.23,102.07,189.16,2,,,,,,2,,,
291.23,121.06,170.17,18,,,2,4,2,10,,,
291.23,121.07,170.16,8,,4,2,,1,1,,,
291.23,127.15,164.08,3,,,,,,3,,,
291.23,131.07,160.16,4,,,,,,4,,,
291.23,133.08,158.15,10,,,,,,10,,,
291.23,133.09,158.14,16,,4,4,4,3,1,,,
291.23,133.1,158.13,2,,,,,1,1,,,
291.23,135.08,156.15,3,,,,,,3,,,
291.23,147.08,144.15,24,,4,4,3,3,10,,,
291.23,149.09,142.14,4,,,,,,4,,,
291.23,149.1,142.13,3,,1,,,,2,,,
291.23,165.09,126.14,24,,4,4,4,3,9,,,
291.23,177.11,114.12,23,,4,3,3,2,11,,,
291.23,184.07,107.16,4,,,,,,4,,,
291.23,209.12,82.11,11,,3,2,2,2,2,,,
291.23,221.14,70.09,2,,,,,,2,,,
291.23,247.2,44.03,11,,,1,,,10,,,
291.23,247.21,44.02,14,,4,3,4,3,,,,
292.07,103.05,189.02,2,,,2,,,,,,
292.07,131.05,161.02,2,,,2,,,,,,
292.07,223.02,69.05,2,,,2,,,,,,
292.07,225.09,66.98,2,,,2,,,,,,
292.07,238.05,54.02,2,,,2,,,,,,
292.09,105.03,187.06,3,,1,1,,1,,,,
292.09,117.07,175.02,3,,1,1,,1,,,,
292.09,238.12,53.97,3,,1,1,,1,,,,
292.09,260.1,31.99,3,,1,1,,1,,,,
292.2,55.02,237.18,3,,1,,2,,,,,
292.2,55.06,237.14,4,,2,,2,,,,,
292.2,57.03,235.17,2,,1,,1,,,,,
292.2,57.07,235.13,2,1,,,1,,,,,
292.2,67.05,225.15,2,2,,,,,,,,
292.2,67.06,225.14,6,1,2,,2,,1,,,
292.2,69.03,223.17,2,1,1,,,,,,,
292.2,69.07,223.13,7,2,2,,2,,1,,,
292.2,71.05,221.15,2,,1,,1,,,,,
292.2,71.09,221.11,4,2,1,,1,,,,,
292.2,79.05,213.15,3,2,,,,,1,,,
292.2,79.06,213.14,4,,2,,2,,,,,
292.2,81.03,211.17,2,,1,,1,,,,,
292.2,81.07,211.13,7,2,2,,2,,1,,,
292.2,83.05,209.15,5,,2,,2,,1,,,
292.2,83.09,209.11,7,2,2,,2,,1,,,
292.2,85.07,207.13,2,,1,,,,1,,,
292.2,85.1,207.1,3,2,,,1,,,,,
292.2,91.05,201.15,4,1,1,,1,,1,,,
292.2,91.06,201.14,2,,1,,1,,,,,
292.2,93.07,199.13,7,2,2,,2,,1,,,
292.2,95.05,197.15,5,,2,,2,,1,,,
292.2,95.09,197.11,7,2,2,,2,,1,,,
292.2,97.03,195.17,5,2,1,,2,,,,,
292.2,97.07,195.13,3,,1,,1,,1,,,
292.2,97.1,195.1,5,2,,,2,,1,,,
292.2,98.98,193.22,2,,1,,1,,,,,
292.2,99.08,193.12,2,,1,,1,,,,,
292.2,105.07,187.13,5,1,2,,1,,1,,,
292.2,107.05,185.15,4,,1,,2,,1,,,
292.2,107.09,185.11,7,2,2,,2,,1,,,
292.2,109.07,183.13,2,,2,,,,,,,
292.2,109.1,183.1,6,2,1,,2,,1,,,
292.2,111.08,181.12,4,,1,,2,,1,,,
292.2,117.07,175.13,2,,1,,,,1,,,
292.2,119.09,173.11,7,2,2,,2,,1,,,
292.2,121.07,171.13,3,,1,,2,,,,,
292.2,121.1,171.1,4,,2,,1,,1,,,
292.2,123.08,169.12,2,,1,,1,,,,,
292.2,125.1,167.1,5,2,1,,2,,,,,
292.2,129.07,163.13,2,,1,,,,1,,,
292.2,131.09,161.11,4,1,1,,1,,1,,,
292.2,133.1,159.1,2,,1,,,,1,,,
292.2,135.12,157.08,2,,1,,,,1,,,
292.2,137.1,155.1,3,,2,,1,,,,,
292.2,139.11,153.09,4,,2,,2,,,,,
292.2,145.1,147.1,3,,1,,1,,1,,,
292.2,147.12,145.08,4,,2,,1,,1,,,
292.2,149.1,143.1,3,,1,,1,,1,,,
292.2,151.11,141.09,2,,1,,1,,,,,
292.2,153.09,139.11,2,,1,,1,,,,,
292.2,163.11,129.09,2,,,,2,,,,,
292.2,165.13,127.07,2,,1,,1,,,,,
292.2,177.13,115.07,2,,1,,1,,,,,
292.2,179.11,113.09,2,,,,2,,,,,
292.2,193.12,99.08,2,,1,,1,,,,,
292.2,223.13,69.07,2,2,,,,,,,,
292.2,249.15,43.05,2,,,,2,,,,,
292.2,273.19,19.01,2,2,,,,,,,,
292.2,275.2,17,3,,,,2,,1,,,
292.2,291.2,1,3,2,,,,,1,,,
292.5,81.07,211.43,2,,2,,,,,,,
293.02,91.05,201.97,2,,,2,,,,,,
293.02,117.07,175.95,2,,,2,,,,,,
293.02,241.97,51.05,2,,,2,,,,,,
293.02,259.98,33.04,2,,,2,,,,,,
293.02,264.99,28.03,2,,,2,,,,,,
293.02,275.01,18.01,2,,,2,,,,,,
293.02,283.01,10.01,2,,,2,,,,,,
293.05,98.97,194.08,3,,,,,,3,,,
293.05,112.99,180.06,3,,,,,,3,,,
293.05,116.98,176.07,2,,,,,,2,,,
293.05,131,162.05,4,1,,,,,3,,,
293.05,143,150.05,3,,,,,,3,,,
293.05,149.01,144.04,4,1,,,,,3,,,
293.05,158.99,134.06,2,,,,,,2,,,
293.05,159,134.05,2,1,,,,,1,,,
293.05,170.99,122.06,2,,,,,,2,,,
293.05,173.01,120.04,3,,,,,,3,,,
293.05,177.01,116.04,4,1,,,,,3,,,
293.05,185.01,108.04,2,,,,,,2,,,
293.05,189.01,104.04,2,1,,,,,1,,,
293.05,191.02,102.03,3,,,,,,3,,,
293.05,201,92.05,2,,,,,,2,,,
293.05,203.02,90.03,2,,,,,,2,,,
293.05,217.04,76.01,2,,,,,,2,,,
293.05,219.02,74.03,4,1,,,,,3,,,
293.05,237.03,56.02,2,,,,,,2,,,
293.05,261.03,32.02,3,1,,,,,2,,,
293.05,275.04,18.01,4,1,,,,,3,,,
293.05,279.04,14.01,3,1,,,,,2,,,
293.08,91.05,202.03,2,,,2,,,,,,
293.08,103.05,190.03,3,,,3,,,,,,
293.08,131.05,162.03,3,,,3,,,,,,
293.08,223.02,70.06,2,,,2,,,,,,
293.08,225.09,67.99,2,,,2,,,,,,
293.08,238.05,55.03,2,,,2,,,,,,
293.08,292.07,1.01,2,,,2,,,,,,
293.1,205.05,88.05,2,2,,,,,,,,
293.12,237.13,55.99,2,,,,,2,,,,
293.12,253.12,40,2,,,,,2,,,,
293.12,255.14,37.98,2,,,,,2,,,,
293.12,265.12,28,2,,,,,2,,,,
293.12,267.14,25.98,2,,,,,2,,,,
293.12,283.13,9.99,2,,,,,2,,,,
293.15,69.03,224.12,2,,,,,2,,,,
293.15,93.07,200.08,2,,,,,2,,,,
293.15,95.05,198.1,4,,,,,4,,,,
293.15,95.09,198.06,2,,,,,2,,,,
293.15,105.07,188.08,4,,,,,4,,,,
293.15,107.09,186.06,6,,,,,6,,,,
293.15,109.07,184.08,5,,,,,5,,,,
293.15,111.04,182.11,5,,,,,5,,,,
293.15,113.06,180.09,2,,,,,2,,,,
293.15,119.09,174.06,6,,,,,6,,,,
293.15,121.07,172.08,2,,,,,2,,,,
293.15,123.04,170.11,2,,,,,2,,,,
293.15,131.09,162.06,5,,,,,5,,,,
293.15,133.1,160.05,4,,,,,4,,,,
293.15,135.08,158.07,4,,,,,4,,,,
293.15,137.06,156.09,3,,,,,3,,,,
293.15,143.09,150.06,4,,,,,4,,,,
293.15,145.1,148.05,5,,,,,5,,,,
293.15,147.08,146.07,4,,,,,4,,,,
293.15,147.12,146.03,2,,,,,2,,,,
293.15,157.1,136.05,6,,,,,6,,,,
293.15,159.08,134.07,3,,,,,3,,,,
293.15,159.12,134.03,4,,,,,4,,,,
293.15,161.1,132.05,4,,,,,4,,,,
293.15,161.13,132.02,2,,,,,2,,,,
293.15,163.08,130.07,2,,,,,2,,,,
293.15,163.11,130.04,3,,,,,3,,,,
293.15,171.12,122.03,6,,,,,6,,,,
293.15,173.1,120.05,3,,,,,3,,,,
293.15,173.13,120.02,5,,,,,5,,,,
293.15,177.09,116.06,2,,,,,2,,,,
293.15,183.12,110.03,2,,,,,2,,,,
293.15,187.11,106.04,2,,,,,2,,,,
293.15,189.13,104.02,3,,,,,3,,,,
293.15,195.12,98.03,2,,,,,2,,,,
293.15,197.1,96.05,3,,,,,3,,,,
293.15,199.11,94.04,2,,,,,2,,,,
293.15,201.13,92.02,5,,,,,5,,,,
293.15,211.11,82.04,3,,,,,3,,,,
293.15,213.13,80.02,3,,,,,3,,,,
293.15,215.11,78.04,3,,,,,3,,,,
293.15,219.14,74.01,3,,,,,3,,,,
293.15,227.11,66.04,3,,,,,3,,,,
293.15,255.14,38.01,3,,,,,3,,,,
293.15,265.16,27.99,6,,,,,6,,,,
293.15,269.15,24,5,,,,,5,,,,
293.15,281.15,12,2,,,,,2,,,,
293.15,283.17,9.98,6,,,,,6,,,,
293.17,79.05,214.12,2,,,,,2,,,,
293.17,81.07,212.1,2,,,,,2,,,,
293.17,83.05,210.12,2,,,,,2,,,,
293.17,93.07,200.1,2,,,,,2,,,,
293.17,95.05,198.12,2,,,,,2,,,,
293.17,95.09,198.08,2,,,,,2,,,,
293.17,97.07,196.1,2,,,,,2,,,,
293.17,105.07,188.1,2,,,,,2,,,,
293.17,107.09,186.08,2,,,,,2,,,,
293.17,119.09,174.08,2,,,,,2,,,,
293.17,121.06,172.11,2,,,,,2,,,,
293.17,121.1,172.07,2,,,,,2,,,,
293.17,123.08,170.09,2,,,,,2,,,,
293.17,131.09,162.08,2,,,,,2,,,,
293.17,133.1,160.07,2,,,,,2,,,,
293.17,135.08,158.09,2,,,,,2,,,,
293.17,143.09,150.08,2,,,,,2,,,,
293.17,145.1,148.07,2,,,,,2,,,,
293.17,147.12,146.05,2,,,,,2,,,,
293.17,157.1,136.07,2,,,,,2,,,,
293.17,159.12,134.05,2,,,,,2,,,,
