,parent,daughter,count
4943,193.1,137.1,2
4944,193.1,141.1,1
4945,193.1,143.1,2
4946,193.1,144.1,1
4947,193.1,145.1,3
4948,193.1,147.1,4
4949,193.1,149.1,1
4950,193.1,151.1,1
4951,193.1,155.1,3
4952,193.1,156.1,1
4953,193.1,157.1,2
4954,193.1,158.1,1
4955,193.1,159.1,3
4956,193.1,161.1,4
4957,193.1,163.1,2
4958,193.1,165.1,2
4959,193.1,167.1,1
4960,193.1,169.1,2
4961,193.1,170.1,1
4962,193.1,171.1,3
4963,193.1,173.1,3
4964,193.1,175.1,3
4965,193.1,179.1,1
4966,193.1,181.1,3
4967,193.1,182.1,3
4968,193.1,183.1,2
4969,193.1,185.1,2
4970,193.1,187.1,3
4971,193.1,189.1,2
4972,193.1,190.1,2
4973,193.1,191.1,1
4974,193.2,67.1,1
4975,193.2,69.1,1
4976,193.2,81.1,1
4977,193.2,83.1,1
4978,193.2,93.1,1
4979,193.2,95.1,1
4980,193.2,97.1,1
4981,193.2,109.1,1
4982,193.2,119.1,1
4983,193.2,133.1,1
4984,193.2,175.1,1
4985,194.0,64.3,1
4986,194.0,79.1,1
4987,194.0,80.9,1
4988,194.0,81.1,1
4989,194.0,85.0,1
4990,194.0,93.1,1
4991,194.0,95.1,1
4992,194.0,134.9,1
4993,194.0,139.7,1
4994,194.1,67.1,1
4995,194.1,69.1,1
4996,194.1,79.1,1
4997,194.1,81.1,1
4998,194.1,91.1,1
4999,194.1,93.1,1
5000,194.1,95.0,1
5001,194.1,95.1,1
5002,194.1,105.1,1
5003,194.1,107.1,1
5004,194.1,109.1,1
5005,194.1,117.1,1
5006,194.1,119.1,1
5007,194.1,121.1,1
5008,194.1,123.1,1
5009,194.1,131.1,1
5010,194.1,133.1,1
5011,194.1,135.1,2
5012,194.1,143.1,1
5013,194.1,145.1,1
5014,194.1,147.1,1
5015,194.1,149.1,1
5016,194.1,156.1,1
5017,194.1,157.1,1
5018,194.1,159.1,1
5019,194.1,161.1,1
5020,194.1,169.1,1
5021,194.1,171.1,1
5022,194.1,173.1,1
5023,194.1,175.1,1
5024,194.1,183.1,1
5025,194.1,187.1,1
5026,194.9,85.0,1
5027,194.9,158.9,1
5028,194.9,176.9,1
5029,194.9,186.9,1
5030,195.0,121.0,4
5031,195.0,177.0,2
5032,195.1,55.1,13
5033,195.1,55.9,1
5034,195.1,57.1,4
5035,195.1,67.1,22
5036,195.1,67.2,1
5037,195.1,68.3,1
5038,195.1,69.0,3
5039,195.1,69.1,22
5040,195.1,70.3,1
5041,195.1,70.5,1
5042,195.1,71.0,4
5043,195.1,71.1,5
5044,195.1,74.3,1
5045,195.1,79.1,19
5046,195.1,81.0,2
5047,195.1,81.1,26
5048,195.1,82.1,1
5049,195.1,82.4,1
5050,195.1,83.0,6
5051,195.1,83.1,13
5052,195.1,85.1,3
5053,195.1,89.1,11
5054,195.1,89.8,1
5055,195.1,91.0,2
5056,195.1,91.1,24
5057,195.1,91.3,1
5058,195.1,91.5,1
5059,195.1,93.1,25
5060,195.1,94.0,2
5061,195.1,94.1,1
5062,195.1,95.0,14
5063,195.1,95.1,28
5064,195.1,97.1,15
5065,195.1,99.0,1
5066,195.1,105.1,24
5067,195.1,107.1,27
5068,195.1,109.1,37
5069,195.1,109.8,1
5070,195.1,111.0,1
5071,195.1,111.1,3
5072,195.1,113.1,1
5073,195.1,117.1,14
5074,195.1,119.1,26
5075,195.1,121.1,31
5076,195.1,123.1,21
5077,195.1,124.0,1
5078,195.1,125.1,7
5079,195.1,129.1,8
5080,195.1,131.1,22
5081,195.1,132.1,1
5082,195.1,133.1,31
5083,195.1,135.1,33
5084,195.1,136.1,2
5085,195.1,137.1,14
5086,195.1,139.1,4
5087,195.1,140.2,1
5088,195.1,141.1,1
5089,195.1,142.1,7
5090,195.1,143.1,21
5091,195.1,144.1,9
5092,195.1,145.1,22
5093,195.1,147.1,27
5094,195.1,149.1,17
5095,195.1,150.1,2
5096,195.1,151.1,4
5097,195.1,153.1,1
5098,195.1,155.1,14
5099,195.1,156.1,9
5100,195.1,157.1,22
5101,195.1,158.1,4
5102,195.1,159.1,29
5103,195.1,161.0,1
5104,195.1,161.1,23
5105,195.1,162.1,1
5106,195.1,163.1,5
5107,195.1,164.1,2
5108,195.1,165.1,9
5109,195.1,167.1,7
5110,195.1,168.1,1
5111,195.1,169.1,22
5112,195.1,170.1,2
5113,195.1,171.0,1
5114,195.1,171.1,22
5115,195.1,173.1,24
5116,195.1,175.1,24
5117,195.1,177.1,2
5118,195.1,178.1,2
5119,195.1,179.1,3
5120,195.1,180.1,2
5121,195.1,181.1,11
5122,195.1,182.1,5
5123,195.1,183.1,19
5124,195.1,183.9,1
5125,195.1,185.1,21
5126,195.1,187.1,17
5127,195.1,189.1,6
5128,195.1,191.1,1
5129,195.1,191.4,1
5130,195.1,193.1,1
5131,195.1,194.1,1
5132,195.2,85.0,2
5133,195.2,95.1,3
5134,195.2,99.1,2
5135,195.2,107.1,3
5136,195.2,121.1,3
5137,195.2,145.0,1
5138,195.2,177.1,1
5139,195.2,177.2,3
5140,195.2,182.1,1
5141,196.1,55.1,2
5142,196.1,67.1,3
5143,196.1,69.0,1
5144,196.1,69.1,3
5145,196.1,71.0,1
5146,196.1,79.1,3
5147,196.1,81.1,3
5148,196.1,83.0,2
5149,196.1,83.1,2
5150,196.1,85.1,1
5151,196.1,89.1,1
5152,196.1,91.1,3
5153,196.1,93.1,3
5154,196.1,95.0,3
5155,196.1,95.1,3
5156,196.1,97.1,3
5157,196.1,105.1,3
5158,196.1,107.1,3
5159,196.1,109.1,5
5160,196.1,117.1,3
5161,196.1,119.1,3
5162,196.1,121.1,5
5163,196.1,123.1,4
5164,196.1,125.1,1
5165,196.1,129.1,2
5166,196.1,131.1,3
5167,196.1,133.1,4
5168,196.1,135.1,5
5169,196.1,137.1,2
5170,196.1,142.1,1
5171,196.1,143.1,3
5172,196.1,144.1,2
5173,196.1,145.1,3
5174,196.1,147.1,5
5175,196.1,149.1,2
5176,196.1,155.1,4
5177,196.1,156.1,3
5178,196.1,157.1,3
5179,196.1,158.1,2
5180,196.1,159.1,5
5181,196.1,161.1,6
5182,196.1,163.1,1
5183,196.1,165.1,2
5184,196.1,167.1,1
5185,196.1,169.1,3
5186,196.1,170.1,2
5187,196.1,171.1,3
5188,196.1,173.1,5
5189,196.1,175.1,5
5190,196.1,181.1,2
5191,196.1,182.1,1
5192,196.1,183.1,3
5193,196.1,185.1,3
5194,196.1,187.1,4
5195,196.1,189.1,1
5196,196.1,193.1,1
5197,196.1,195.1,3
5198,196.2,68.0,1
5199,196.2,69.1,1
5200,196.2,82.1,1
5201,196.2,85.0,1
5202,196.2,108.1,1
5203,196.2,126.1,1
5204,196.9,52.6,1
5205,196.9,58.2,1
5206,196.9,68.8,1
5207,196.9,85.0,1
5208,196.9,91.5,1
5209,196.9,115.7,1
5210,196.9,178.9,1
5211,196.9,182.1,1
5212,197.0,57.0,1
5213,197.0,85.0,1
5214,197.0,105.0,1
5215,197.0,179.0,1
5216,197.1,55.1,12
5217,197.1,56.7,1
5218,197.1,57.1,4
5219,197.1,59.0,1
5220,197.1,67.1,21
5221,197.1,69.0,3
5222,197.1,69.1,25
5223,197.1,71.0,3
5224,197.1,71.1,2
5225,197.1,79.1,22
5226,197.1,81.1,25
5227,197.1,82.1,1
5228,197.1,83.0,4
5229,197.1,83.1,12
5230,197.1,85.0,1
5231,197.1,85.1,4
5232,197.1,89.1,6
5233,197.1,91.0,2
5234,197.1,91.1,24
5235,197.1,91.5,1
5236,197.1,93.1,26
5237,197.1,95.0,18
5238,197.1,95.1,27
5239,197.1,97.1,14
5240,197.1,99.0,2
5241,197.1,101.1,1
5242,197.1,105.1,25
5243,197.1,107.0,1
5244,197.1,107.1,27
5245,197.1,109.1,41
5246,197.1,111.1,6
5247,197.1,117.1,19
5248,197.1,119.0,1
5249,197.1,119.1,27
5250,197.1,121.1,34
5251,197.1,123.1,27
5252,197.1,124.0,1
5253,197.1,125.1,3
5254,197.1,127.1,1
5255,197.1,128.3,1
5256,197.1,129.1,7
5257,197.1,131.1,25
5258,197.1,132.1,1
5259,197.1,133.1,31
5260,197.1,135.1,39
5261,197.1,137.1,12
5262,197.1,139.1,4
5263,197.1,141.1,1
5264,197.1,142.1,8
5265,197.1,143.1,24
5266,197.1,144.1,8
5267,197.1,145.1,27
5268,197.1,147.1,31
5269,197.1,149.1,9
5270,197.1,151.1,5
5271,197.1,155.1,13
5272,197.1,156.1,9
5273,197.1,157.1,26
5274,197.1,158.1,5
5275,197.1,158.9,1
5276,197.1,159.1,29
5277,197.1,161.1,31
5278,197.1,163.1,4
5279,197.1,165.1,7
5280,197.1,167.1,6
5281,197.1,169.1,24
5282,197.1,170.1,2
5283,197.1,171.0,1
5284,197.1,171.1,26
5285,197.1,173.1,30
5286,197.1,174.1,1
5287,197.1,175.1,30
5288,197.1,176.9,1
5289,197.1,177.1,1
5290,197.1,177.2,2
5291,197.1,179.1,1
5292,197.1,181.1,10
5293,197.1,182.1,4
5294,197.1,183.1,23
5295,197.1,185.1,22
5296,197.1,186.9,1
5297,197.1,187.1,24
5298,197.1,189.1,6
5299,197.1,189.2,2
5300,197.1,190.9,1
5301,197.1,191.1,4
5302,197.1,193.1,2
5303,197.1,194.1,1
5304,197.1,195.1,17
5305,197.1,196.1,3
5306,198.1,82.1,1
5307,198.1,83.1,1
5308,198.1,85.0,1
5309,198.1,100.1,1
5310,198.1,102.1,1
5311,198.1,108.1,1
5312,198.1,123.1,1
5313,198.1,152.1,2
5314,198.1,158.1,1
5315,198.1,175.0,2
5316,198.1,180.1,1
5317,198.1,182.1,1
5318,198.2,55.1,1
5319,198.2,69.1,1
5320,198.2,81.1,1
5321,198.2,83.1,1
5322,198.2,85.0,1
5323,198.2,91.0,1
5324,198.2,95.1,1
5325,198.2,97.1,1
5326,198.2,107.1,1
5327,198.2,118.0,1
5328,198.2,121.1,1
5329,198.2,162.0,1
5330,198.2,163.1,1
5331,198.2,180.2,1
5332,198.2,185.0,1
5333,199.0,86.1,2
5334,199.0,99.0,1
5335,199.0,104.1,2
5336,199.0,113.0,1
5337,199.0,117.0,1
5338,199.0,131.0,1
5339,199.0,145.0,1
5340,199.0,149.0,1
5341,199.0,159.0,1
5342,199.0,177.0,3
5343,199.0,177.1,1
5344,199.0,181.0,2
5345,199.0,195.0,2
5346,199.1,55.1,16
5347,199.1,56.7,1
5348,199.1,57.1,5
5349,199.1,59.0,1
5350,199.1,67.1,22
5351,199.1,69.0,2
5352,199.1,69.1,24
5353,199.1,71.0,4
5354,199.1,71.1,4
5355,199.1,79.1,22
5356,199.1,81.1,24
5357,199.1,83.0,4
5358,199.1,83.1,12
5359,199.1,84.0,1
5360,199.1,85.0,2
5361,199.1,85.1,5
5362,199.1,89.1,4
5363,199.1,89.8,1
5364,199.1,91.0,2
5365,199.1,91.1,23
5366,199.1,91.5,1
5367,199.1,93.1,26
5368,199.1,95.0,17
5369,199.1,95.1,27
5370,199.1,97.1,14
5371,199.1,99.0,4
5372,199.1,99.1,1
5373,199.1,101.1,1
5374,199.1,105.1,26
5375,199.1,107.1,26
5376,199.1,109.1,44
5377,199.1,111.0,2
5378,199.1,111.1,5
5379,199.1,117.0,2
5380,199.1,117.1,17
5381,199.1,119.1,28
5382,199.1,121.1,35
5383,199.1,123.1,26
5384,199.1,124.0,1
5385,199.1,125.1,4
5386,199.1,127.0,1
5387,199.1,128.3,1
5388,199.1,129.0,2
5389,199.1,129.1,7
5390,199.1,130.0,1
5391,199.1,131.1,23
5392,199.1,133.1,28
5393,199.1,135.1,38
5394,199.1,137.1,14
5395,199.1,139.1,3
5396,199.1,141.0,2
5397,199.1,141.1,2
5398,199.1,142.1,7
5399,199.1,143.0,2
5400,199.1,143.1,23
5401,199.1,144.1,5
5402,199.1,145.1,27
5403,199.1,147.0,2
5404,199.1,147.1,28
5405,199.1,148.0,2
5406,199.1,149.1,12
5407,199.1,151.1,3
5408,199.1,153.1,2
5409,199.1,155.1,11
5410,199.1,156.1,8
5411,199.1,157.1,27
5412,199.1,158.1,5
5413,199.1,158.9,1
5414,199.1,159.0,2
5415,199.1,159.1,30
5416,199.1,161.1,32
5417,199.1,163.1,5
5418,199.1,165.1,5
5419,199.1,167.1,5
5420,199.1,169.1,20
5421,199.1,170.1,2
5422,199.1,171.0,3
5423,199.1,171.1,26
5424,199.1,173.1,28
5425,199.1,174.1,1
5426,199.1,175.1,31
5427,199.1,176.9,1
5428,199.1,177.0,3
5429,199.1,177.1,2
5430,199.1,177.2,3
5431,199.1,179.1,1
5432,199.1,181.1,9
5433,199.1,182.1,5
5434,199.1,183.1,21
5435,199.1,185.1,22
5436,199.1,186.9,1
5437,199.1,187.1,24
5438,199.1,189.1,4
5439,199.1,189.2,3
5440,199.1,190.9,1
5441,199.1,191.1,3
5442,199.1,193.0,1
5443,199.1,193.1,2
5444,199.1,194.1,1
5445,199.1,195.1,14
5446,199.1,196.1,3
5447,199.1,197.1,19
5448,200.1,57.1,1
5449,200.1,71.1,1
5450,200.1,79.1,1
5451,200.1,81.1,1
5452,200.1,82.1,20
5453,200.1,85.0,1
5454,200.1,89.1,1
5455,200.1,91.0,1
5456,200.1,91.1,1
5457,200.1,93.1,3
5458,200.1,99.0,2
5459,200.1,103.1,4
5460,200.1,107.1,2
5461,200.1,111.0,2
5462,200.1,112.1,1
5463,200.1,113.1,1
5464,200.1,117.0,2
5465,200.1,119.0,2
5466,200.1,119.1,1
5467,200.1,123.0,2
5468,200.1,127.0,1
5469,200.1,129.0,2
5470,200.1,131.0,5
5471,200.1,132.1,1
5472,200.1,133.1,1
5473,200.1,141.0,2
5474,200.1,143.0,2
5475,200.1,145.0,1
5476,200.1,147.0,7
5477,200.1,147.1,2
5478,200.1,148.0,2
5479,200.1,151.0,1
5480,200.1,159.0,2
5481,200.1,163.0,2
5482,200.1,164.0,1
5483,200.1,165.1,1
5484,200.1,171.0,2
5485,200.1,173.0,1
5486,200.1,175.0,1
5487,200.1,177.0,2
5488,200.1,177.1,1
5489,200.1,177.2,1
5490,200.1,178.2,1
5491,200.1,179.1,1
5492,200.1,181.0,2
5493,200.1,182.1,27
5494,200.1,183.1,2
5495,200.1,190.1,1
5496,200.1,191.1,2
5497,200.1,193.1,1
5498,200.1,199.1,2
5499,200.6,55.1,2
5500,200.6,56.7,1
5501,200.6,57.1,1
5502,200.6,59.0,1
5503,200.6,67.1,1
5504,200.6,69.1,1
5505,200.6,79.1,1
5506,200.6,81.1,1
5507,200.6,83.0,1
5508,200.6,83.1,1
5509,200.6,85.1,1
5510,200.6,91.1,1
5511,200.6,93.1,1
5512,200.6,95.0,1
5513,200.6,95.1,1
5514,200.6,101.1,1
5515,200.6,105.1,1
5516,200.6,107.1,1
5517,200.6,109.1,2
5518,200.6,111.1,1
5519,200.6,117.1,1
5520,200.6,119.1,1
5521,200.6,121.1,1
5522,200.6,123.1,2
5523,200.6,128.3,1
5524,200.6,131.1,1
5525,200.6,133.1,1
5526,200.6,135.1,2
5527,200.6,137.1,1
5528,200.6,141.1,1
5529,200.6,143.1,1
5530,200.6,145.1,1
5531,200.6,147.1,2
5532,200.6,151.1,1
5533,200.6,155.1,1
5534,200.6,157.1,1
5535,200.6,159.1,1
5536,200.6,161.1,1
5537,200.6,163.1,1
5538,200.6,165.1,1
5539,200.6,169.1,1
5540,200.6,171.1,1
5541,200.6,173.1,1
5542,200.6,175.1,1
5543,200.6,181.1,1
5544,200.6,183.1,1
5545,200.6,185.1,1
5546,200.6,187.1,1
5547,200.6,191.1,1
5548,200.6,193.1,1
5549,200.6,197.1,1
5550,200.6,199.1,1
5551,201.0,99.0,2
5552,201.0,111.0,2
5553,201.0,117.0,2
5554,201.0,129.0,2
5555,201.0,141.0,2
5556,201.0,143.0,2
5557,201.0,147.0,2
5558,201.0,148.0,2
5559,201.0,159.0,2
5560,201.0,171.0,2
5561,201.0,177.0,2
5562,201.0,182.1,2
5563,201.0,183.1,2
5564,201.0,199.1,2
5565,201.0,200.1,2
5566,201.1,55.1,2
5567,201.1,57.1,2
5568,201.1,67.1,2
5569,201.1,69.0,1
5570,201.1,69.1,4
5571,201.1,71.0,1
5572,201.1,71.1,2
5573,201.1,79.1,1
5574,201.1,81.1,4
5575,201.1,83.0,2
5576,201.1,83.1,3
5577,201.1,85.1,4
5578,201.1,91.1,2
5579,201.1,93.1,4
5580,201.1,95.0,1
5581,201.1,95.1,4
5582,201.1,97.1,3
5583,201.1,99.0,2
5584,201.1,105.1,4
5585,201.1,107.1,4
5586,201.1,109.1,7
5587,201.1,111.0,2
5588,201.1,111.1,2
5589,201.1,117.0,2
5590,201.1,117.1,1
5591,201.1,119.1,3
5592,201.1,121.1,6
5593,201.1,123.1,3
5594,201.1,125.1,3
5595,201.1,129.0,2
5596,201.1,129.1,1
5597,201.1,131.1,2
5598,201.1,133.1,3
5599,201.1,135.1,5
5600,201.1,137.1,4
5601,201.1,139.1,1
5602,201.1,141.0,2
5603,201.1,141.1,1
5604,201.1,143.0,2
5605,201.1,143.1,2
5606,201.1,144.1,1
5607,201.1,145.1,3
5608,201.1,147.0,2
5609,201.1,147.1,3
5610,201.1,148.0,2
5611,201.1,149.1,3
5612,201.1,151.1,2
5613,201.1,153.1,1
5614,201.1,155.1,2
5615,201.1,156.1,1
5616,201.1,157.1,3
5617,201.1,158.1,2
5618,201.1,159.0,2
5619,201.1,159.1,5
5620,201.1,161.1,3
5621,201.1,163.1,2
5622,201.1,165.1,3
5623,201.1,167.1,2
5624,201.1,169.1,2
5625,201.1,170.1,1
5626,201.1,171.0,2
5627,201.1,171.1,3
5628,201.1,173.1,3
5629,201.1,174.1,1
5630,201.1,175.1,5
5631,201.1,177.0,2
5632,201.1,177.1,3
5633,201.1,179.1,2
5634,201.1,181.1,2
5635,201.1,182.1,3
5636,201.1,183.1,4
5637,201.1,185.1,3
5638,201.1,187.1,4
5639,201.1,189.1,2
5640,201.1,191.1,3
5641,201.1,193.1,1
5642,201.1,195.1,2
5643,201.1,196.1,1
5644,201.1,197.1,2
5645,201.1,199.1,5
5646,201.1,200.1,2
5647,201.1,201.0,2
5648,201.2,55.1,8
5649,201.2,57.1,1
5650,201.2,67.1,13
5651,201.2,69.0,1
5652,201.2,69.1,14
5653,201.2,71.0,1
5654,201.2,71.1,2
5655,201.2,79.1,13
5656,201.2,81.1,14
5657,201.2,83.1,7
5658,201.2,85.1,1
5659,201.2,89.1,2
5660,201.2,89.8,1
5661,201.2,91.0,2
5662,201.2,91.1,12
5663,201.2,91.5,1
5664,201.2,93.1,14
5665,201.2,95.0,6
5666,201.2,95.1,15
5667,201.2,97.1,7
5668,201.2,105.1,14
5669,201.2,107.1,14
5670,201.2,109.1,21
5671,201.2,111.1,2
5672,201.2,117.1,8
5673,201.2,119.1,15
5674,201.2,121.1,18
5675,201.2,123.1,16
5676,201.2,124.0,1
5677,201.2,125.1,1
5678,201.2,129.1,3
5679,201.2,131.1,12
5680,201.2,132.1,1
5681,201.2,133.1,15
5682,201.2,135.1,17
5683,201.2,137.1,6
5684,201.2,139.1,3
5685,201.2,142.1,4
5686,201.2,143.1,10
5687,201.2,144.1,3
5688,201.2,145.1,13
5689,201.2,147.1,15
5690,201.2,149.1,5
5691,201.2,151.1,1
5692,201.2,153.2,1
5693,201.2,155.1,5
5694,201.2,156.1,2
5695,201.2,157.1,12
5696,201.2,158.1,1
5697,201.2,159.1,14
5698,201.2,161.1,17
5699,201.2,163.1,4
5700,201.2,165.1,1
5701,201.2,167.1,4
5702,201.2,169.1,10
5703,201.2,171.1,13
5704,201.2,173.1,14
5705,201.2,175.1,17
5706,201.2,177.2,3
5707,201.2,181.1,3
5708,201.2,182.1,2
5709,201.2,183.1,8
5710,201.2,185.1,12
5711,201.2,187.1,12
5712,201.2,189.2,3
5713,201.2,195.1,7
5714,201.2,197.1,8
5715,201.2,199.1,8
5716,201.9,55.1,3
5717,201.9,55.9,3
5718,201.9,57.0,1
5719,201.9,67.1,3
5720,201.9,69.1,3
5721,201.9,79.1,3
5722,201.9,80.1,1
5723,201.9,81.0,1
5724,201.9,81.1,3
5725,201.9,82.1,1
5726,201.9,83.0,2
5727,201.9,83.1,3
5728,201.9,86.1,1
5729,201.9,91.1,3
5730,201.9,93.1,3
5731,201.9,94.1,1
5732,201.9,95.0,1
5733,201.9,95.1,4
5734,201.9,104.1,1
5735,201.9,105.1,2
5736,201.9,107.1,4
5737,201.9,108.1,1
5738,201.9,109.1,5
5739,201.9,111.0,1
5740,201.9,119.1,2
5741,201.9,121.1,4
5742,201.9,122.1,1
5743,201.9,129.5,1
5744,201.9,133.1,3
5745,201.9,135.1,3
5746,201.9,136.1,1
5747,201.9,137.1,1
5748,201.9,138.5,1
5749,201.9,147.1,1
5750,201.9,149.1,3
5751,201.9,150.1,1
5752,201.9,151.1,1
5753,201.9,157.5,1
5754,201.9,159.1,1
5755,201.9,161.1,2
5756,201.9,165.1,1
5757,201.9,177.1,1
5758,201.9,179.1,1
5759,201.9,183.9,4
5760,201.9,184.1,1
5761,201.9,195.1,1
5762,202.1,55.1,1
5763,202.1,57.1,1
5764,202.1,67.1,1
5765,202.1,69.1,1
5766,202.1,71.1,1
5767,202.1,81.1,1
5768,202.1,83.0,1
5769,202.1,83.1,1
5770,202.1,85.1,1
5771,202.1,93.1,1
5772,202.1,95.1,1
5773,202.1,97.1,1
5774,202.1,107.1,1
5775,202.1,109.1,1
5776,202.1,111.1,1
5777,202.1,121.1,1
5778,202.1,135.1,1
5779,202.1,137.1,1
5780,202.1,139.1,1
5781,202.1,149.1,1
5782,202.1,151.1,1
5783,202.1,165.1,1
5784,202.1,171.1,1
5785,202.1,177.1,1
5786,202.1,181.1,1
5787,202.2,57.1,1
5788,202.2,71.1,1
5789,202.2,85.1,1
5790,202.2,87.0,1
5791,202.2,89.1,1
5792,202.2,121.1,1
5793,202.2,133.1,1
5794,202.2,147.1,1
5795,202.2,165.1,1
5796,202.2,176.1,1
5797,202.2,177.1,1
5798,202.2,185.0,1
5799,203.0,57.0,1
5800,203.0,86.1,1
5801,203.0,104.1,1
5802,203.0,143.0,1
5803,203.0,147.0,1
5804,203.0,161.0,1
5805,203.0,163.0,1
5806,203.0,169.0,1
5807,203.0,185.0,2
5808,203.0,187.0,1
5809,203.0,202.2,1
5810,203.1,55.1,6
5811,203.1,57.1,4
5812,203.1,67.1,9
5813,203.1,69.0,2
5814,203.1,69.1,10
5815,203.1,71.0,1
5816,203.1,71.1,3
5817,203.1,79.1,4
5818,203.1,81.1,11
5819,203.1,82.1,1
5820,203.1,83.0,6
5821,203.1,83.1,8
5822,203.1,85.1,5
5823,203.1,89.1,2
5824,203.1,91.0,1
5825,203.1,91.1,6
5826,203.1,93.1,11
5827,203.1,95.0,4
5828,203.1,95.1,11
5829,203.1,97.1,8
5830,203.1,105.1,10
5831,203.1,107.1,11
5832,203.1,109.1,17
5833,203.1,111.1,5
5834,203.1,117.1,4
5835,203.1,119.1,10
5836,203.1,121.1,16
5837,203.1,123.1,11
5838,203.1,125.1,6
5839,203.1,127.1,1
5840,203.1,129.1,1
5841,203.1,131.1,8
5842,203.1,133.1,12
5843,203.1,135.1,13
5844,203.1,137.1,9
5845,203.1,139.1,4
5846,203.1,141.1,2
5847,203.1,143.1,6
5848,203.1,144.1,2
5849,203.1,145.1,8
5850,203.1,147.1,11
5851,203.1,149.1,7
5852,203.1,151.1,6
5853,203.1,153.1,2
5854,203.1,155.1,5
5855,203.1,156.1,2
5856,203.1,157.1,9
5857,203.1,158.1,2
5858,203.1,159.1,14
5859,203.1,161.1,8
5860,203.1,163.1,3
5861,203.1,165.1,10
5862,203.1,167.1,4
5863,203.1,169.1,9
5864,203.1,170.1,2
5865,203.1,171.1,10
5866,203.1,173.1,7
5867,203.1,175.1,9
5868,203.1,177.1,3
5869,203.1,179.1,2
5870,203.1,181.1,5
5871,203.1,182.1,2
5872,203.1,183.1,6
5873,203.1,185.0,1
5874,203.1,185.1,9
5875,203.1,187.1,6
5876,203.1,189.1,4
5877,203.1,191.1,2
5878,203.1,193.1,1
5879,203.1,195.1,7
5880,203.1,196.1,2
5881,203.1,197.1,5
5882,203.1,199.1,4
5883,203.1,201.1,3
5884,203.1,201.2,1
5885,203.1,202.1,1
5886,203.1,202.2,1
5887,203.1,203.0,1
5888,203.1,203.1,1
5889,203.2,55.1,2
5890,203.2,67.1,4
5891,203.2,69.1,4
5892,203.2,79.1,3
5893,203.2,81.1,4
5894,203.2,83.1,4
5895,203.2,91.1,2
5896,203.2,93.1,4
5897,203.2,95.0,1
5898,203.2,95.1,4
5899,203.2,97.1,2
5900,203.2,105.1,4
5901,203.2,107.1,4
5902,203.2,109.1,5
5903,203.2,117.1,1
5904,203.2,119.1,4
5905,203.2,121.1,5
5906,203.2,123.1,4
5907,203.2,131.1,2
5908,203.2,133.1,4
5909,203.2,135.1,4
5910,203.2,137.1,4
5911,203.2,142.1,1
5912,203.2,143.1,1
5913,203.2,145.1,4
5914,203.2,147.1,4
5915,203.2,149.1,3
5916,203.2,157.1,2
5917,203.2,159.1,4
5918,203.2,161.1,5
5919,203.2,163.1,3
5920,203.2,169.1,1
5921,203.2,171.1,2
5922,203.2,173.1,3
5923,203.2,175.1,5
5924,203.2,177.2,3
5925,203.2,183.1,1
5926,203.2,185.1,2
5927,203.2,187.1,2
5928,203.2,189.2,4
5929,203.2,197.1,1
5930,203.2,199.1,1
5931,203.2,201.2,2
5932,204.1,82.1,1
5933,204.1,123.0,1
5934,204.1,145.0,1
5935,204.1,147.0,1
5936,204.1,163.0,1
5937,204.1,163.1,1
5938,204.1,177.1,1
5939,204.1,182.1,1
5940,204.1,191.1,1
5941,204.9,85.0,4
5942,204.9,91.0,1
5943,204.9,95.0,1
5944,204.9,109.1,1
5945,204.9,119.1,1
5946,204.9,123.1,1
5947,204.9,137.1,1
5948,204.9,145.1,1
5949,204.9,147.1,1
5950,204.9,157.1,1
5951,204.9,158.9,4
5952,204.9,159.1,1
5953,204.9,171.1,1
5954,204.9,173.1,1
5955,204.9,175.1,1
5956,204.9,176.9,4
5957,204.9,186.9,4
5958,204.9,187.1,1
5959,204.9,189.1,1
5960,204.9,190.9,1
5961,204.9,194.9,1
5962,204.9,197.1,1
5963,204.9,199.1,1
5964,205.0,140.1,1
5965,205.0,168.1,1
5966,205.1,55.1,2
5967,205.1,57.1,4
5968,205.1,67.1,1
5969,205.1,69.1,3
5970,205.1,71.1,4
5971,205.1,81.1,2
5972,205.1,83.1,4
5973,205.1,84.0,2
5974,205.1,84.1,2
5975,205.1,85.1,2
5976,205.1,93.1,2
5977,205.1,95.1,3
5978,205.1,97.1,1
5979,205.1,101.1,2
5980,205.1,105.0,2
5981,205.1,105.1,1
5982,205.1,107.1,3
5983,205.1,109.1,2
5984,205.1,119.1,1
5985,205.1,121.1,2
5986,205.1,123.1,1
5987,205.1,127.0,1
5988,205.1,135.1,2
5989,205.1,145.0,2
5990,205.1,145.1,1
5991,205.1,147.1,1
5992,205.1,149.0,1
5993,205.1,149.1,3
5994,205.1,151.0,1
5995,205.1,151.1,3
5996,205.1,161.1,1
5997,205.1,162.1,2
5998,205.1,163.1,4
5999,205.1,165.1,4
6000,205.1,176.1,2
6001,205.1,177.1,6
6002,205.1,179.1,2
6003,205.1,184.1,1
6004,205.1,191.1,5
6005,205.1,201.1,1
6006,205.2,55.1,2
6007,205.2,56.7,1
6008,205.2,57.1,1
6009,205.2,59.0,1
6010,205.2,67.1,1
6011,205.2,69.1,1
6012,205.2,79.1,1
6013,205.2,81.1,1
6014,205.2,83.0,1
6015,205.2,83.1,1
6016,205.2,85.1,1
6017,205.2,91.1,1
6018,205.2,93.1,1
